plant_id,plant_name,energy_type,plant_capacity_mw,location_city,location_state,location_country,commissioning_date,operator_name,production_date,energy_generated_mwh,energy_consumed_mwh,net_energy_mwh,capacity_factor_pct,efficiency_pct,grid_feed_in_mwh,revenue_eur,operating_cost_eur,maintenance_cost_eur,co2_emissions_tons,co2_avoided_tons,weather_condition,temperature_avg_c,wind_speed_ms,solar_irradiance_wm2,downtime_hours,downtime_reason,safety_incidents,compliance_status,certification,subsidy_received_eur,created_at
PWR-202300077,Biomass Park South 70,biomass,151.76,Stuttgart,Baden-Wurttemberg,Deutschland,2019-12-12,NextEra Ltd,2024-07-26,2545.37,114.55,2430.82,78.26,47.56,1145.77,442445.12,6814.08,8110.76,4669.89,7279.45,cloudy,-3.8,13.53,941.69,70.9,Scheduled Service,4,COMPLIANT,none,87819.04,2023-07-10 02:42:00
PWR-202300078,Wind Park Central 74,Biomass,303.74,Cologne,Bayern,Germany,2014-11-21,Iberdrola GmbH,01/31/2022,1920.04,30.19,1889.85,94.48,20.35,730.66,19677.63,104263.75,1683.69,3543.0,7517.96,Rainy,12.6,4.16,35.75,65.57,Equipment Failure,2,compliant,ISO 14001,0.0,2023-11-23 14:22:00
PWR-202300079,Biomass Park South 61,biomass,901.22,Stuttgart,Brandenburg,Deutschland,2015-10-01,E.ON GmbH,04-07-2025,7.93,363.39,-355.46,15.89,28.18,2893.29,44886.45,55220.56,29022.98,2844.17,5967.94,windy,30.3,7.8,176.31,100.18,Grid Outage,4,Compliant,none,0.0,2023-06-04 09:14:00
PWR-202300080,Biomass Park South 13,Biomass,619.64,Frankfurt,Hessen,Germany,10-01-2025,Municipal Utility ,2025-11-17,3603.34,343.78,3259.56,15.59,45.85,4238.2,-121652.53,197663.84,36623.16,4775.93,6170.98,foggy,21.3,16.4,633.36,29.05,Equipment Failure,2,pending,none,0.0,2023-04-11 08:12:00
PWR-202300081,Solar Park West 46,Biomass,788.42,Stuttgart,Bayern,GERMANY,2023-06-24,Iberdrola ,12/22/2024,4604.16,87.75,4516.41,87.12,68.54,3823.27,236865.01,37157.07,560.05,2784.85,8388.62,Windy,-7.7,0.17,465.0,2.52,,5,compliant,none,49619.96,2023-12-18 23:01:00
PWR-202300082,Biomass Park West 60,geothermal,933.04,Dusseldorf,Baden-Wurttemberg,Deutschland,2019-03-18,Municipal Utility AG,2025-07-11,261.88,147.33,114.55,82.33,91.96,431.99,163981.36,27209.04,7884.43,3692.91,7500.58,cloudy,5.1,0.49,22.01,41.1,Equipment Failure,0,non_compliant,,97821.79,2023-11-27 11:26:00
PWR-202300083,Solar Park North 8,wind,306.83,Munich,Niedersachsen,DE,04-07-2018,Iberdrola AG,2023-08-25,2369.23,453.58,1915.65,27.41,15.21,3468.06,358601.0,14419.77,39404.78,1820.17,1939.76,stormy,38.5,28.13,273.77,149.39,Scheduled Service,4,COMPLIANT,ISO 50001,0.0,2023-06-05 03:49:00
PWR-202300084,Biomass Park East 14,Hydro,86.65,Dresden,Niedersachsen,GERMANY,2017-10-12,EnBW AG,2022-08-11,3568.6,354.31,3214.29,37.95,53.34,1265.26,266013.44,43899.0,43395.51,2012.34,8841.11,Windy,39.0,21.88,315.12,133.05,Maintenance,0,non_compliant,none,0.0,2023-12-26 00:17:00
PWR-202300085,Wind Park South 25,Coal,362.21,Hamburg,Bayern,DE,12/18/2016,NextEra GmbH,2023-04-26,4679.34,114.37,4564.97,77.45,94.8,2649.31,391674.91,134025.97,44997.51,3326.45,4917.04,stormy,32.4,26.61,121.06,62.01,Maintenance,0,Compliant,Green Energy,0.0,2023-03-18 00:07:00
PWR-202300086,Geothermal Park West 18,natural_gas,130.04,Frankfurt,Bayern,Germany,22 Apr 2025,Vattenfall Ltd,21-06-2024,4256.44,363.21,3893.23,82.92,71.73,1161.96,97768.39,29644.46,23783.02,4785.63,2994.28,Stormy,16.5,25.19,66.6,79.36,Weather,3,compliant,ISO 50001,91816.86,2023-09-06 19:01:00
PWR-202300087,Biomass Park South 36,biomass,270.83,Stuttgart,Bayern,DE,2022-03-08,Iberdrola ,2024-10-12,4315.99,421.93,3894.06,57.09,21.59,421.96,289852.96,114295.9,27838.14,1298.78,4047.24,Foggy,10.4,18.15,549.07,88.31,,2,Under Review,Green Energy,84914.73,2023-08-26 12:29:00
PWR-202300088,Biomass Park South 10,Natural Gas,398.56,Hamburg,Hessen,Germany,2025-02-19,Municipal Utility Ltd,2025-07-17,3598.72,107.19,3491.53,32.17,92.06,1084.25,160518.23,159918.91,43015.38,3097.41,8047.57,sunny,15.0,16.28,1084.59,12.51,Maintenance,5,compliant,None,37322.86,2023-01-26 21:20:00
PWR-202300089,Biomass Park Central 13,nuclear,659.17,Cologne,Niedersachsen,GERMANY,2018-10-19,E.ON ,2022-05-18,3709.1000000000004,286.9,84.01,46.54,55.49,1664.25,120585.57,135688.61,10774.47,4904.71,4566.61,windy,33.6,11.15,674.16,131.21,Equipment Failure,0,non_compliant,Green Energy,0.0,2023-07-18 15:41:00
PWR-202300090,Solar Park Central 2,hydro,26.88,Stuttgart,Niedersachsen,Germany,2016-08-17,Municipal Utility GmbH,2025-05-18,3295.28,491.16,2804.12,49.7,30.25,2177.33,56934.48,170060.05,20632.4,3345.53,5118.56,cloudy,-2.0,17.99,132.05,106.86,,1,COMPLIANT,ISO 50001,92815.72,2023-01-07 09:23:00
PWR-202300091,Solar Park South 22,Wind,954.8,Dortmund,Sachsen,Deutschland,2024-06-23,E.ON AG,2025-02-17,4563.11,341.25,4221.86,73.52,79.95,4091.79,318447.51,146676.84,45208.81,4137.73,984.39,foggy,33.0,23.31,930.72,84.74,Unscheduled Repair,0,COMPLIANT,TUV,60327.25,2023-09-18 12:53:00
PWR-202300092,Biomass Park West 62,nuclear,54.91,Dresden,Bayern,GERMANY,2016-01-15,Orsted Inc,2024-05-06,2684.96,463.58,2221.38,36.94,64.29,468.38,295444.14,156514.53,49152.95,2224.07,8296.39,rainy,-1.2,18.85,918.42,56.94,,2,COMPLIANT,none,76773.72,2023-12-20 07:59:00
PWR-202300093,Wind Park West 8,coal,814.68,Dortmund,Hessen,Germany,2024-04-21,Statkraft Inc,2024-03-20,3198.63,40.42,3158.21,74.34,23.32,4019.46,45486.1,160317.23,48349.74,95.88,87.08,Stormy,12.3,17.35,1058.57,63.44,Grid Outage,3,COMPLIANT,ISO 50001,4671.66,2023-09-01 00:54:00
PWR-202300094,Wind Park West 1,Wind,791.57,Leipzig,Brandenburg,GERMANY,2024-02-01,Municipal Utility GmbH,2025-07-19,4885.82,487.66,4398.16,54.42,92.82,2687.96,303799.81,120033.54,5669.99,2349.43,3416.74,rainy,26.4,18.91,958.72,5.62,,4,Non-Compliant,EU Ecolabel,0.0,2023-02-13 05:36:00
PWR-202300095,Biomass Park East 59,wind,845.45,Hamburg,Bayern,Germany,2022-03-21,Orsted ,22/12/2025,4417.06,259.64,4157.42,75.79,28.11,1398.93,46954.1,128116.89,48211.98,867.85,5043.67,Sunny,3.8,3.31,861.59,6.0,Unscheduled Repair,5,non_compliant,ISO 50001,52456.39,2023-04-09 18:51:00
PWR-202300096,Hydro Park West 90,geothermal,457.45,Stuttgart,NRW,Deutschland,2016-04-24,Local Energy ,2023-11-26,3737.56,211.2,3526.36,26.67,20.63,2092.96,294573.19,84682.63,31155.75,4342.83,488.16,Cloudy,33.7,22.59,1010.31,133.49,Grid Outage,5,pending,TUV,39488.12,2023-11-19 21:20:00
PWR-202300097,Geothermal Park West 20,Wind,777.71,Dusseldorf,NRW,DE,2018-09-23,Orsted GmbH,08/01/2022,2641.08,382.89,2258.19,34.64,85.64,2509.5,392829.78,129611.44,11934.9,492.78,9314.62,foggy,39.1,3.92,928.08,143.84,,4,Non-Compliant,,0.0,2023-11-04 09:12:00
PWR-202300098,Wind Park East 28,Natural Gas,442.47,Dresden,NRW,GERMANY,2014-11-18,EnBW ,2024-05-25,1739.4,252.41,1486.99,26.57,21.64,4215.64,386071.33,96276.5,10123.9,207.68,7516.49,stormy,23.3,1.49,0.06,29.02,,4,Non-Compliant,none,81252.14,2023-03-11 05:27:00
PWR-202300099,Solar Park Central 95,geothermal,384.47,Cologne,Sachsen,GERMANY,04 Apr 2019,Statkraft Ltd,2022-01-03,3036.84,298.61,2738.23,70.84,31.11,3540.48,227073.07,123730.56,40599.98,2029.55,9390.25,stormy,38.4,16.41,602.51,49.76,,0,Compliant,,71403.29,2023-08-11 15:28:00
PWR-202300100,Geothermal Park North 96,natural_gas,294.93,Cologne,Niedersachsen,Germany,02-12-2013,Vattenfall Inc,2025-04-25,3646.43,386.87,3259.56,80.4,95.58,18.81,86972.73,33765.78,39471.97,4026.12,7643.48,Windy,-0.8,14.95,982.06,44.17,Maintenance,2,Under Review,ISO 14001,92027.43,2023-08-26 15:00:00
PWR-202300101,Hydro Park North 7,geothermal,151.63,Munich,NRW,Germany,2012-09-08,Iberdrola Inc,08/12/2024,1365.08,44.76,1320.32,90.22,97.15,1949.56,258886.42,25883.33,26768.94,2903.22,7497.94,rainy,28.7,7.89,952.5,24.4,,0,pending,none,0.0,2023-11-08 12:41:00
PWR-202300102,Geothermal Park West 65,hydro,833.89,Cologne,Bayern,Deutschland,2016-11-04,Vattenfall AG,2025-01-01,370.11,459.35,-89.24,73.15,66.6,1107.09,390935.94,77591.3,46561.95,2582.07,2435.3,Windy,17.3,2.75,824.34,62.92,,4,compliant,TUV,0.0,2023-01-28 07:44:00
PWR-202300103,Geothermal Park South 8,biomass,361.17,Hamburg,Bayern,Deutschland,2021-09-08,Iberdrola ,04/01/2022,451.55,45.06,406.49,84.77,51.84,313.65,23523.68,125692.79,5699.22,4470.7,3505.47,Stormy,-7.4,25.55,783.18,42.17,Equipment Failure,1,Compliant,ISO 14001,37829.07,2023-09-21 14:14:00
PWR-202300104,Geothermal Park North 24,Biomass,420.68,Frankfurt,NRW,Germany,03/10/2014,EnBW AG,2023-11-17,4969.16,185.96,4783.2,57.85,45.39,3093.51,91146.56,196858.2,40194.16,1438.72,1382.61,Foggy,17.9,21.46,895.69,20.49,Unscheduled Repair,0,compliant,Green Energy,0.0,2023-08-17 12:28:00
PWR-202300105,Solar Park Central 9,Biomass,906.51,Berlin,NRW,Deutschland,01-06-2016,Municipal Utility Ltd,11/22/2025,762.57,431.0,331.57,36.85,31.12,1232.8,209244.41,185232.55,2551.97,608.21,6630.29,stormy,32.9,22.01,225.21,30.69,Maintenance,2,COMPLIANT,ISO 50001,5311.2,2023-11-19 00:51:00
PWR-202300106,Wind Park West 16,solar,800.68,Dresden,Bayern,Germany,2018-07-15,E.ON Inc,2024-09-18,789.47,314.4,475.07,31.09,22.64,992.05,29233.57,124631.88,2124.63,3824.6,9.94,Cloudy,4.2,9.82,653.08,37.81,Equipment Failure,1,Compliant,EU Ecolabel,0.0,2023-07-26 00:49:00
PWR-202300107,Geothermal Park South 75,wind,711.9,Dusseldorf,NRW,Deutschland,2019-01-14,Orsted Ltd,2023-02-12,4441.62,98.12,4343.5,29.09,33.81,3904.21,218892.05,135633.43,25187.89,3961.6,2414.84,Cloudy,35.7,29.98,990.42,145.05,Weather,5,non_compliant,None,0.0,2023-02-26 12:51:00
PWR-202300108,Geothermal Park North 80,Hydro,139.4,Dusseldorf,Bayern,DE,2018-08-03,Iberdrola GmbH,06-09-2022,784.05,211.37,572.68,64.44,72.46,207.53,6093.47,140789.15,5993.5,533.59,6556.84,Stormy,34.4,13.78,1023.56,21.36,Unscheduled Repair,2,COMPLIANT,ISO 14001,0.0,2023-07-07 16:59:00
PWR-202300109,Solar Park West 85,Solar,404.09,Cologne,Bayern,DE,01/08/2025,Orsted Ltd,2022-10-10,1386.65,85.21,1301.44,91.82,28.4,1369.74,173377.68,173643.12,2029.9,533.03,2303.88,sunny,20.7,29.65,73.22,55.37,Unscheduled Repair,2,pending,ISO 50001,0.0,2023-12-14 06:53:00
PWR-202300110,Geothermal Park Central 67,Wind,433.69,Leipzig,Hessen,Deutschland,2013-08-30,EnBW Ltd,2023-09-10,2277.78,2.3,2275.48,25.68,32.56,382.54,221470.54,62455.75,2597.25,3996.37,8198.2,windy,16.1,22.96,24.9,43.71,Equipment Failure,4,Compliant,ISO 50001,0.0,2023-11-13 14:20:00
PWR-202300111,Hydro Park East 27,hydro,519.7,Leipzig,Baden-Wurttemberg,Germany,05/10/2024,Vattenfall GmbH,2024-09-05,2061.31,11.97,2049.34,22.15,37.96,46.27,236140.61,52149.52,47035.68,1282.27,5047.38,sunny,2.6,13.62,696.15,104.85,Scheduled Service,3,Compliant,None,98920.15,2023-05-10 16:12:00
PWR-202300112,Hydro Park South 34,WIND,697.65,Cologne,Bayern,DE,2019-05-01,Statkraft ,25/05/2025,2728.77,11.31,2717.46,61.77,46.31,3752.08,443728.42,116514.99,25698.17,3922.39,6422.95,rainy,30.8,12.17,287.66,162.42,,2,Compliant,None,53409.9,2023-06-17 17:59:00
PWR-202300113,Biomass Park South 86,coal,585.5,Dusseldorf,Bayern,Deutschland,2022-08-08,NextEra AG,2023-02-16,307.82,312.51,-4.69,21.43,55.04,247.33,312707.18,31003.76,23898.37,2694.54,86.09,Windy,29.7,3.87,178.52,4.47,,2,Compliant,TUV,0.0,2023-06-23 16:27:00
PWR-202300114,Hydro Park West 41,Solar,490.42,Hamburg,Baden-Wurttemberg,Deutschland,19/08/2022,Local Energy ,11 Sep 2022,1528.78,131.58,1397.2,10.97,46.14,3638.96,314809.59,134387.38,47310.24,1947.32,7193.82,Windy,8.9,17.64,554.53,137.97,Grid Outage,1,Non-Compliant,Green Energy,NULL,2023-08-10 18:52:00
PWR-202300115,Solar Park North 59,Nuclear,614.44,Leipzig,Baden-Wurttemberg,GERMANY,10-04-2013,NextEra GmbH,06/06/2023,3267.86,384.03,2883.83,83.56,17.21,2314.2,6631096.55127948,95470.74,17636.48,4430.81,1445.68,rainy,12.3,2.57,233.48,151.68,,5,Under Review,Green Energy,51115.94,2023-07-26 09:41:00
PWR-202300116,Geothermal Park Central 13,Hydro,580.22,Leipzig,Brandenburg,GERMANY,2014-05-18,Orsted AG,2022-09-14,1848.07,234.73,1613.34,18.67,65.95,1801.52,320964.61,88169.21,32700.97,3119.82,9410.77,rainy,9.4,9.47,176.27,63.35,Maintenance,0,Non-Compliant,none,13265.42,2023-09-25 05:21:00
PWR-202300117,Solar Park Central 28,solar,867.42,Dortmund,Brandenburg,Germany,2018-11-10,E.ON GmbH,2022-07-04,1243.36,366.71,876.65,35.98,77.42,2580.62,8510.87,132560.55,49514.9,3922.6,653.8,sunny,22.3,4.76,805.55,101.82,Weather,4,Non-Compliant,,51704.16,2023-01-14 09:50:00
PWR-202300118,Geothermal Park East 17,solar,385.85,Leipzig,Sachsen,DE,2025-01-13,Vattenfall Ltd,03/10/2025,1738.28,213.92,1524.36,76.0,78.17,2037.03,111544.26,105963.77,47036.37,3754.55,4959.4,sunny,-1.4,19.01,382.94,112.3,Scheduled Service,0,Compliant,none,0.0,2023-01-25 12:28:00
PWR-202300119,Hydro Park North 32,Coal,216.77,Leipzig,Bayern,Deutschland,2020-04-06,Orsted Ltd,2022-10-07,2340.45,393.27,1947.18,51.7,16.7,984.13,431992.43,119698.62,24645.67,1657.99,7131.14,sunny,2.6,25.94,1198.76,149.73,Weather,0,non_compliant,,47920.36,2023-12-05 16:53:00
PWR-202300120,Hydro Park East 21,SOLAR,547.81,Berlin,Bayern,Deutschland,2024-04-04,Statkraft GmbH,2023-05-13,2739.34,317.63,2421.71,45.49,94.72,996.43,289667.97,144381.85,4043.1,3689.32,8180.42,windy,-0.6,23.17,815.38,96.68,Unscheduled Repair,3,Compliant,None,82275.14,2023-06-26 01:50:00
PWR-202300121,Biomass Park Central 91,biomass,602.12,Cologne,Baden-Wurttemberg,Germany,2021-08-25,Vattenfall Inc,2024-11-09,2069.16,6.07,2063.09,69.26,84.4,4361.74,361569.94,191985.75,7811.26,827.38,6118.69,Sunny,-8.2,2.84,591.79,0.23,Scheduled Service,0,non_compliant,none,0.0,2023-04-08 01:36:00
PWR-202300122,Hydro Park Central 84,wind,736.4,Berlin,Sachsen,Germany,2020-04-05,Statkraft GmbH,25/09/2023,1283.24,57.28,1225.96,22.11,96.46,3186.88,229787.01,34032.2,34301.35,3017.84,6332.35,rainy,-4.7,22.39,460.06,36.81,Equipment Failure,1,pending,EU Ecolabel,0.0,2023-06-14 11:56:00
PWR-202300123,Geothermal Park North 86,biomass,715.74,Dortmund,Baden-Wurttemberg,Deutschland,03-12-2014,EnBW Ltd,2024-08-02,4390.74,291.69,4099.05,39.81,75.79,2177.89,300082.26,197657.47,10499.28,4496.2,8106.07,Rainy,23.3,6.17,334.25,81.2,Grid Outage,5,Compliant,EU Ecolabel,0.0,2023-05-27 07:42:00
PWR-202300124,Geothermal Park East 85,biomass,543.7,Dusseldorf,Hessen,Deutschland,2025-09-28,Iberdrola AG,2022-04-04,1244.75,400.48,844.27,49.58,64.84,740.48,66442.39,123558.34,36131.48,3536.39,7143.21,foggy,-3.7,24.95,10.45,103.79,Equipment Failure,0,compliant,None,0.0,2023-05-09 20:39:00
PWR-202300125,Solar Park South 34,Coal,412.73,Frankfurt,Niedersachsen,Germany,2019-04-22,Orsted GmbH,2024-05-26,4691.95,327.59,4364.36,72.82,21.24,317.2,97051.39,102520.41,45594.66,4844.27,4370.82,sunny,32.1,1.27,367.27,79.32,Weather,4,pending,EU Ecolabel,0.0,2023-12-22 20:56:00
PWR-202300126,Solar Park North 96,Natural Gas,921.41,Leipzig,Brandenburg,GERMANY,02/22/2023,Municipal Utility ,2023-02-11,1659.87,294.4,1365.47,68.22,29.08,1572.53,22980.51,191702.91,29229.68,892.05,1507.71,sunny,8.5,27.54,313.7,162.89,Grid Outage,2,Under Review,,24232.11,2023-08-24 11:02:00
PWR-202300127,Geothermal Park South 35,Wind,319.06,Stuttgart,Niedersachsen,Deutschland,2017-02-14,EnBW ,29-06-2024,728.18,106.24,621.94,82.41,15.92,136.54,159921.83,162948.97,5591.11,3691.99,9953.32,stormy,29.7,8.84,146.35,10.38,,5,Compliant,ISO 14001,0.0,2023-05-21 02:50:00
PWR-202300128,Hydro Park Central 27,Coal,166.82,Dortmund,Bayern,GERMANY,2021-11-26,Municipal Utility GmbH,02/12/2022,1516.95,393.88,1123.07,61.76,27.93,32.43,170215.51,135467.64,31738.54,3166.5,402.34,Cloudy,5.9,10.2,181.6,146.42,,1,non_compliant,Green Energy,27023.27,2023-01-08 16:31:00
PWR-202300129,Hydro Park South 88,Coal,252.99,Stuttgart,Sachsen,DE,2012-04-09,RWE Inc,2023-07-11,4461.7,21.99,4439.71,86.39,84.85,3006.33,444079.75,77390.79,45228.78,1166.68,8220.01,Cloudy,36.0,17.64,759.95,128.07,Unscheduled Repair,1,compliant,EU Ecolabel,0.0,2023-05-26 16:43:00
PWR-202300130,Hydro Park Central 63,Solar,456.85,Berlin,Hessen,DE,2023-02-22,Statkraft ,2024-10-25,2912.77,100.58,2812.19,10.04,30.33,310.14,414258.13,70397.42,6193.46,941.67,8968.76,Sunny,-5.4,17.9,252.22,46.31,Scheduled Service,4,non_compliant,EU Ecolabel,0.0,2023-06-16 10:52:00
PWR-202300131,Hydro Park North 12,Biomass,330.95,Cologne,Hessen,Germany,2021-07-08,Municipal Utility AG,2024-02-04,4842.6,314.54,4528.06,54.7,74.94,4018.35,381133.71,190152.31,4789.54,1817.28,9911.09,stormy,13.7,3.47,851.27,166.29,Maintenance,3,COMPLIANT,ISO 50001,58621.87,2023-02-23 12:30:00
PWR-202300132,Biomass Park East 6,Geothermal,847.79,Dortmund,Niedersachsen,DE,27 Apr 2024,E.ON Inc,2023-02-28,2973.4,178.94,2794.46,51.55,69.43,474.63,227506.64,89801.78,20330.7,2034.21,2312.93,sunny,6.5,22.29,858.1,140.4,Maintenance,4,pending,ISO 50001,10454.94,2023-07-26 00:30:00
PWR-202300133,Solar Park East 99,nuclear,782.35,Stuttgart,Baden-Wurttemberg,DE,2019-01-17,Vattenfall Inc,2024-05-09,3308.01,209.72,3098.29,70.15,70.45,689.36,334302.26,87828.17,27510.13,4634.6,3129.64,sunny,35.4,8.89,259.64,37.5,Weather,2,Under Review,,0.0,2023-08-20 23:40:00
PWR-202300134,Wind Park East 21,natural_gas,584.88,Munich,Hessen,Deutschland,2018-02-11,Orsted GmbH,2025-12-04,215.81,424.66,-208.85,53.26,21.67,2153.65,287049.83,149398.7,38562.61,3473.65,3846.51,foggy,-9.8,17.94,621.72,166.5,Maintenance,0,compliant,ISO 50001,0.0,2023-12-05 14:11:00
PWR-202300135,Biomass Park Central 91,geothermal,888.69,Berlin,Bayern,DE,2025-04-13,Municipal Utility GmbH,17/05/2025,1019.47,219.06,800.41,33.92,76.98,1622.77,481073.49,110789.16,20021.12,1462.05,6174.99,windy,10.0,3.3,509.8,69.58,,1,COMPLIANT,TUV,89331.78,2023-05-17 22:55:00
PWR-202300136,Biomass Park Central 2,WIND,654.88,Stuttgart,NRW,DE,03/30/2023,Iberdrola ,09/04/2024,2357.94,375.62,1982.32,68.78,20.73,728.46,217276.88,190233.84,42375.76,2759.51,2322.03,windy,15.6,26.06,685.19,37.5,,2,Non-Compliant,ISO 14001,38933.17,2023-07-25 20:19:00
PWR-202300137,Solar Park North 89,Biomass,824.75,Cologne,Hessen,DE,2022-07-07,E.ON AG,2023-04-21,3629.42,96.77,3532.65,13.88,26.91,1094.83,388156.82,121439.71,27458.14,4423.36,8492.07,windy,-0.1,21.15,552.21,42.38,,5,COMPLIANT,none,0.0,2023-09-24 15:57:00
PWR-202300138,Wind Park Central 5,Biomass,913.8,Frankfurt,Baden-Wurttemberg,GERMANY,2017-05-02,Iberdrola GmbH,11 Apr 2022,3043.88,186.82,2857.06,52.97,37.16,1424.68,177948.53,34109.05,13372.73,3677.25,1405.25,Windy,36.7,22.06,736.81,134.48,Weather,1,pending,None,56562.76,2023-02-02 15:43:00
PWR-202300139,Hydro Park Central 71,Natural Gas,15.87,Leipzig,Baden-Wurttemberg,GERMANY,2019-02-13,RWE Ltd,2022-09-09,3555.69,324.57,3231.12,27.17,15.83,1861.2,101327.37,71544.17,31204.47,2567.14,9855.32,sunny,15.3,4.62,1106.65,88.49,,1,compliant,TUV,NULL,2023-02-02 23:25:00
PWR-202300140,Wind Park West 17,solar,13.96,Munich,Bayern,Deutschland,06 Apr 2017,Orsted ,2022-04-20,1474.07,333.84,1140.23,24.84,69.81,4393.01,63166.67,137677.23,41464.34,2534.94,8775.77,windy,3.9,9.04,386.74,29.87,Scheduled Service,0,Non-Compliant,ISO 14001,53522.05,2023-02-28 03:17:00
PWR-202300141,Solar Park East 47,wind,339.88,Stuttgart,Sachsen,Deutschland,2012-09-19,Vattenfall ,23-02-2024,2909.87,190.93,2718.94,47.21,21.28,4214.56,302320.78,105856.35,13717.18,3173.48,7576.86,windy,-6.9,7.12,877.73,9.36,,1,COMPLIANT,Green Energy,0.0,2023-06-09 10:08:00
PWR-202300142,Solar Park East 27,Natural Gas,109.38,Dusseldorf,Bayern,GERMANY,2021-04-29,NextEra ,30 Jan 2023,3392.21,475.24,2916.97,20.86,75.08,3417.67,264467.32,88450.82,49726.15,4518.15,9359.11,sunny,-5.7,10.49,732.49,123.83,Equipment Failure,3,Compliant,None,22034.92,2023-04-18 00:33:00
PWR-202300143,Wind Park North 46,Solar,823.45,Berlin,Baden-Wurttemberg,Deutschland,2020-08-30,NextEra AG,2025-09-15,1758.41,169.82,1588.59,17.9,90.54,108.59,27573.6,117121.05,43869.39,3284.2,7046.48,sunny,15.9,8.03,728.49,138.72,Scheduled Service,2,Compliant,TUV,51961.25,2023-07-22 21:55:00
PWR-202300144,Geothermal Park West 80,Hydro,44.48,Hamburg,Brandenburg,Germany,09/23/2017,Statkraft ,2023-08-07,166.71,26.16,140.55,29.75,62.98,2879.47,306581.67,121307.64,27397.29,2931.93,1.22,Rainy,3.3,27.48,1051.12,1.94,,3,Non-Compliant,,NULL,2023-11-18 13:32:00
PWR-202300145,Wind Park South 21,Solar,195.96,Dresden,Niedersachsen,DE,04-02-2014,EnBW Ltd,11/10/2022,3463.82,218.22,3245.6,73.26,94.2,3230.55,48931.53,156944.56,2044.25,48.76,2618.51,Cloudy,23.8,28.71,276.47,73.49,,5,Compliant,ISO 14001,46742.33,2023-05-10 13:48:00
PWR-202300146,Wind Park West 4,Biomass,357.97,Cologne,Hessen,GERMANY,2013-04-30,EnBW GmbH,18-03-2023,3225.49,333.7,2891.79,52.19,15.7,1929.06,409391.17,194181.24,25186.62,4460.76,1805.86,Stormy,39.8,11.35,1069.15,151.44,Weather,4,Non-Compliant,ISO 14001,NULL,2023-12-11 12:57:00
PWR-202300147,Wind Park East 53,Nuclear,335.21,Dusseldorf,Hessen,Germany,19/11/2014,RWE Ltd,11-06-2023,4539.39,399.49,4139.9,61.12,93.93,2053.23,97888.43,147062.7,38584.46,2529.27,374.75,Foggy,-3.7,14.75,269.91,104.52,Scheduled Service,0,Compliant,Green Energy,0.0,2023-11-21 14:45:00
PWR-202300148,Wind Park East 21,WIND,614.59,Cologne,NRW,Deutschland,2016-07-14,Vattenfall GmbH,2023-03-20,1917.56,52.75,1864.81,45.36,91.3,3216.54,475861.83,151512.93,23459.46,3156.39,6691.69,Stormy,22.1,0.65,541.42,105.43,Scheduled Service,3,non_compliant,TUV,0.0,2023-09-17 06:13:00
PWR-202300149,Solar Park West 5,SOLAR,710.32,Hamburg,Niedersachsen,Deutschland,2016-06-03,Iberdrola GmbH,2023-07-10,3917.47,118.87,3798.6,51.43,36.5,3331.24,409470.32,173895.66,30403.31,2592.8,2308.96,Cloudy,3.1,11.93,1129.44,125.71,Scheduled Service,3,compliant,none,NULL,2023-01-28 11:15:00
PWR-202300150,Biomass Park South 26,Hydro,747.63,Frankfurt,Baden-Wurttemberg,Germany,2013-01-04,E.ON Inc,2023-09-10,1838.57,63.0,1775.57,13.55,32.49,377.94,468479.07,144234.99,43454.61,1352.5,7530.66,Cloudy,24.3,13.03,472.19,1.22,Unscheduled Repair,1,Under Review,ISO 50001,87958.39,2023-01-17 07:02:00
PWR-202300151,Biomass Park East 40,Hydro,638.61,Leipzig,NRW,GERMANY,2010-06-22,NextEra Inc,17-10-2024,4965.4,224.51,4740.89,49.15,97.79,1027.88,22781.43,74405.16,27319.46,4771.43,1999.36,windy,9.1,9.79,618.3,139.5,Scheduled Service,2,COMPLIANT,Green Energy,0.0,2023-08-17 09:36:00
PWR-202300152,Wind Park South 4,Biomass,931.12,Stuttgart,Brandenburg,Deutschland,27-02-2021,Vattenfall Inc,2023-09-26,4442.34,307.89,4134.45,12.12,34.9,625.73,255230.42,162454.41,36136.62,4658.64,6455.48,foggy,5.7,1.52,939.48,31.59,Grid Outage,2,Compliant,ISO 50001,9611.56,2023-04-28 22:32:00
PWR-202300153,Wind Park West 43,coal,373.41,Dortmund,Sachsen,Germany,2018-09-17,Iberdrola GmbH,2022-04-08,4196.5,367.13,3829.37,78.7,42.28,412.95,173812.96,82045.27,40868.9,3683.19,6373.11,Windy,-9.7,2.87,1100.12,68.79,,1,non_compliant,none,94407.67,2023-05-28 22:30:00
PWR-202300154,Hydro Park North 99,Solar,880.18,Cologne,Sachsen,DE,2020-06-08,Local Energy Inc,2022-07-09,950.11,45.38,904.73,75.19,40.84,1851.48,311507.19,83624.52,1201.05,4971.3,4334.65,windy,4.6,17.72,1025.81,13.7,Weather,4,non_compliant,ISO 50001,0.0,2023-10-05 08:36:00
PWR-202300155,Hydro Park East 83,nuclear,673.93,Berlin,NRW,DE,2015-09-23,Municipal Utility ,2022-10-25,3925.82,338.45,3587.37,83.48,31.16,4100.54,166113.58,183836.06,27007.99,3806.27,2845.15,stormy,32.5,27.25,226.75,33.08,Grid Outage,0,pending,None,6676.77,2023-01-13 08:37:00
